,from,to,from_lat,from_lon,to_lat,to_lon,from_id,to_id
330,Ps.kebayoran Lama,RS Sumber Waras,-6.238446799999999,106.7832059,-6.166276,106.79691,82,68
331,Central Park arah Pluit,RS Sumber Waras,-6.115757100000001,106.7906062,-6.166276,106.79691,14,68
332,Terminal Lebak Bulus,RS Sumber Waras,-6.286305,106.7706855,-6.166276,106.79691,107,68
332,Terminal Lebak Bulus,RS Sumber Waras,-6.286305,106.7706855,-6.166276,106.79691,107,68
333,Pondok Pinang,RS Sumber Waras,-6.2821265,106.772021,-6.166276,106.79691,80,68
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
335,Pondok Pinang,Kalideres,-6.2821265,106.772021,-6.1544244,106.7058378,80,36
336,Kebon Jeruk,Jelambar,-6.194289299999999,106.7688897,-6.1665472,106.7865203,49,33
336,Kebon Jeruk,Jelambar,-6.194289299999999,106.7688897,-6.1665472,106.7865203,49,33
336,Kebon Jeruk,Jelambar,-6.194289299999999,106.7688897,-6.1665472,106.7865203,49,33
337,Kelapa Dua Sasak,RS Sumber Waras,-6.2055363,106.7695304,-6.166276,106.79691,50,68
337,Kelapa Dua Sasak,RS Sumber Waras,-6.2055363,106.7695304,-6.166276,106.79691,50,68
337,Kelapa Dua Sasak,RS Sumber Waras,-6.2055363,106.7695304,-6.166276,106.79691,50,68
337,Kelapa Dua Sasak,RS Sumber Waras,-6.2055363,106.7695304,-6.166276,106.79691,50,68
337,Kelapa Dua Sasak,RS Sumber Waras,-6.2055363,106.7695304,-6.166276,106.79691,50,68
338,Terminal Lebak Bulus,Kalideres,-6.286305,106.7706855,-6.1544244,106.7058378,107,36
338,Terminal Lebak Bulus,Kalideres,-6.286305,106.7706855,-6.1544244,106.7058378,107,36
338,Terminal Lebak Bulus,Kalideres,-6.286305,106.7706855,-6.1544244,106.7058378,107,36
338,Terminal Lebak Bulus,Kalideres,-6.286305,106.7706855,-6.1544244,106.7058378,107,36
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
339,Permata Hijau Rs Merdeka,RS Sumber Waras,-6.2183829,106.7776033,-6.166276,106.79691,76,68
340,Duri Kepa,Juanda,-6.185249,106.76843,-6.168080199999999,106.8308848,24,35
340,Duri Kepa,Juanda,-6.185249,106.76843,-6.168080199999999,106.8308848,24,35
340,Duri Kepa,Juanda,-6.185249,106.76843,-6.168080199999999,106.8308848,24,35
340,Duri Kepa,Juanda,-6.185249,106.76843,-6.168080199999999,106.8308848,24,35
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
341,Terminal Lebak Bulus,Pulo Gadung,-6.286305,106.7706855,-6.183878,106.908109,107,65
342,Pondok Pinang,Cempaka Timur,-6.2821265,106.772021,-6.166629599999999,106.875826,80,6
