,from,to,from_lat,from_lon,to_lat,to_lon,from_id,to_id
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
0,Pulo Gadung,Kalideres,-6.183878,106.908109,-6.1544244,106.7058378,83,36
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
1,Pulo Gadung,Rawa Buaya,-6.183878,106.908109,-6.153882500000001,106.7261659,83,70
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
2,Pulo Gadung,RS Sumber Waras,-6.183878,106.908109,-6.166276,106.79691,83,68
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
3,Pulo Gadung,Jelambar,-6.183878,106.908109,-6.1665472,106.7865203,83,33
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
4,Pulo Gadung,Taman Kota,-6.183878,106.908109,-6.1571254,106.7578861,83,85
5,Pulo Gadung,Indosiar,-6.183878,106.908109,-6.163389599999999,106.7752105,83,28
5,Pulo Gadung,Indosiar,-6.183878,106.908109,-6.163389599999999,106.7752105,83,28
5,Pulo Gadung,Indosiar,-6.183878,106.908109,-6.163389599999999,106.7752105,83,28
5,Pulo Gadung,Indosiar,-6.183878,106.908109,-6.163389599999999,106.7752105,83,28
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
6,Pulo Gadung,Grogol 1,-6.183878,106.908109,-6.1667809,106.7897088,83,25
7,Juanda,RS Sumber Waras,-6.168080199999999,106.8308848,-6.166276,106.79691,44,68
7,Juanda,RS Sumber Waras,-6.168080199999999,106.8308848,-6.166276,106.79691,44,68
7,Juanda,RS Sumber Waras,-6.168080199999999,106.8308848,-6.166276,106.79691,44,68
7,Juanda,RS Sumber Waras,-6.168080199999999,106.8308848,-6.166276,106.79691,44,68
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
8,Pulo Gadung,Pasar Baru,-6.183878,106.908109,-6.1623604,106.8381623,83,54
9,Pulo Mas,Kalideres,-6.174640000000001,106.8925871,-6.1544244,106.7058378,84,36
10,Pulo Gadung,Cempaka Timur,-6.183878,106.908109,-6.166629599999999,106.875826,83,6
10,Pulo Gadung,Cempaka Timur,-6.183878,106.908109,-6.166629599999999,106.875826,83,6
10,Pulo Gadung,Cempaka Timur,-6.183878,106.908109,-6.166629599999999,106.875826,83,6
10,Pulo Gadung,Cempaka Timur,-6.183878,106.908109,-6.166629599999999,106.875826,83,6
12,Pulo Gadung,Gambir 1,-6.183878,106.908109,-6.174589699999999,106.8303531,83,19
12,Pulo Gadung,Gambir 1,-6.183878,106.908109,-6.174589699999999,106.8303531,83,19
12,Pulo Gadung,Gambir 1,-6.183878,106.908109,-6.174589699999999,106.8303531,83,19
12,Pulo Gadung,Gambir 1,-6.183878,106.908109,-6.174589699999999,106.8303531,83,19
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
13,Pulo Gadung,Juanda,-6.183878,106.908109,-6.168080199999999,106.8308848,83,35
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
14,Pulo Gadung,Kwitang,-6.183878,106.908109,-6.181125,106.838527,83,43
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
15,Pulo Gadung,Gambir 2,-6.183878,106.908109,-6.178872999999999,106.831092,83,20
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
16,Rawa Selatan,Balai Kota,-6.173905899999999,106.8582019,-6.1802546,106.8276246,90,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
17,Galur,Balai Kota,-6.174398999999999,106.854756,-6.1802546,106.8276246,29,1
19,Pulo Gadung,Rawa Selatan,-6.183878,106.908109,-6.173905899999999,106.8582019,83,71
19,Pulo Gadung,Rawa Selatan,-6.183878,106.908109,-6.173905899999999,106.8582019,83,71
21,Pulo Gadung,Stasiun Kota,-6.183878,106.908109,-6.137797,106.814012,83,83
21,Pulo Gadung,Stasiun Kota,-6.183878,106.908109,-6.137797,106.814012,83,83
22,Pulo Gadung,Blok M,-6.183878,106.908109,-6.2426298,106.8009663,83,3
22,Pulo Gadung,Blok M,-6.183878,106.908109,-6.2426298,106.8009663,83,3
22,Pulo Gadung,Blok M,-6.183878,106.908109,-6.2426298,106.8009663,83,3
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
23,Pulo Gadung,Harmoni,-6.183878,106.908109,-6.165797,106.820637,83,27
25,Juanda,Harmoni,-6.168080199999999,106.8308848,-6.165797,106.820637,44,27
25,Juanda,Harmoni,-6.168080199999999,106.8308848,-6.165797,106.820637,44,27
25,Juanda,Harmoni,-6.168080199999999,106.8308848,-6.165797,106.820637,44,27
25,Juanda,Harmoni,-6.168080199999999,106.8308848,-6.165797,106.820637,44,27
25,Juanda,Harmoni,-6.168080199999999,106.8308848,-6.165797,106.820637,44,27
26,Galur,Blok M,-6.174398999999999,106.854756,-6.2426298,106.8009663,29,3
26,Galur,Blok M,-6.174398999999999,106.854756,-6.2426298,106.8009663,29,3
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
27,Pulo Gadung,Sawah Besar,-6.183878,106.908109,-6.160457000000001,106.819167,83,76
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
28,Gambir 1,Stasiun Kota,-6.174589699999999,106.8303531,-6.137797,106.814012,30,83
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
29,Rawa Selatan,Harmoni,-6.173905899999999,106.8582019,-6.165797,106.820637,90,27
30,Cempaka Timur,PGC 2,-6.166629599999999,106.875826,-6.261896,106.8656946,12,52
30,Cempaka Timur,PGC 2,-6.166629599999999,106.875826,-6.261896,106.8656946,12,52
30,Cempaka Timur,PGC 2,-6.166629599999999,106.875826,-6.261896,106.8656946,12,52
30,Cempaka Timur,PGC 2,-6.166629599999999,106.875826,-6.261896,106.8656946,12,52
30,Cempaka Timur,PGC 2,-6.166629599999999,106.875826,-6.261896,106.8656946,12,52
31,Pulo Gadung,Senen Sentral,-6.183878,106.908109,-6.178160999999999,106.842132,83,78
31,Pulo Gadung,Senen Sentral,-6.183878,106.908109,-6.178160999999999,106.842132,83,78
31,Pulo Gadung,Senen Sentral,-6.183878,106.908109,-6.178160999999999,106.842132,83,78
31,Pulo Gadung,Senen Sentral,-6.183878,106.908109,-6.178160999999999,106.842132,83,78
31,Pulo Gadung,Senen Sentral,-6.183878,106.908109,-6.178160999999999,106.842132,83,78
32,Cempaka Timur,Senen Sentral,-6.166629599999999,106.875826,-6.178160999999999,106.842132,12,78
32,Cempaka Timur,Senen Sentral,-6.166629599999999,106.875826,-6.178160999999999,106.842132,12,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
33,RS Islam,Senen Sentral,-6.168662599999999,106.8703836,-6.178160999999999,106.842132,85,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
34,Bermis,Senen Sentral,-6.1782138,106.8984075,-6.178160999999999,106.842132,7,78
35,Juanda,Senen Sentral,-6.168080199999999,106.8308848,-6.178160999999999,106.842132,44,78
35,Juanda,Senen Sentral,-6.168080199999999,106.8308848,-6.178160999999999,106.842132,44,78
35,Juanda,Senen Sentral,-6.168080199999999,106.8308848,-6.178160999999999,106.842132,44,78
35,Juanda,Senen Sentral,-6.168080199999999,106.8308848,-6.178160999999999,106.842132,44,78
35,Juanda,Senen Sentral,-6.168080199999999,106.8308848,-6.178160999999999,106.842132,44,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
36,Rawa Selatan,Senen Sentral,-6.173905899999999,106.8582019,-6.178160999999999,106.842132,90,78
37,Pulo Mas,Senen Sentral,-6.174640000000001,106.8925871,-6.178160999999999,106.842132,84,78
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
38,Pulo Gadung,Ancol,-6.183878,106.908109,-6.127498000000001,106.830416,83,0
40,Balai Kota,Senen Sentral,-6.1802546,106.8276246,-6.178160999999999,106.842132,4,78
40,Balai Kota,Senen Sentral,-6.1802546,106.8276246,-6.178160999999999,106.842132,4,78
40,Balai Kota,Senen Sentral,-6.1802546,106.8276246,-6.178160999999999,106.842132,4,78
40,Balai Kota,Senen Sentral,-6.1802546,106.8276246,-6.178160999999999,106.842132,4,78
41,Pulo Gadung,Terminal PuloGadung,-6.183878,106.908109,-6.183878,106.908109,83,89
41,Pulo Gadung,Terminal PuloGadung,-6.183878,106.908109,-6.183878,106.908109,83,89
41,Pulo Gadung,Terminal PuloGadung,-6.183878,106.908109,-6.183878,106.908109,83,89
41,Pulo Gadung,Terminal PuloGadung,-6.183878,106.908109,-6.183878,106.908109,83,89
44,Pulo Gadung,Central Park arah P.Ranti,-6.183878,106.908109,-6.2914388,106.8858959,83,7
44,Pulo Gadung,Central Park arah P.Ranti,-6.183878,106.908109,-6.2914388,106.8858959,83,7
44,Pulo Gadung,Central Park arah P.Ranti,-6.183878,106.908109,-6.2914388,106.8858959,83,7
44,Pulo Gadung,Central Park arah P.Ranti,-6.183878,106.908109,-6.2914388,106.8858959,83,7
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
45,Pulo Gadung,Kedoya Green Garden,-6.183878,106.908109,-6.1644349,106.7629984,83,41
46,Pulo Gadung,Terminal Lebak Bulus,-6.183878,106.908109,-6.286305,106.7706855,83,87
46,Pulo Gadung,Terminal Lebak Bulus,-6.183878,106.908109,-6.286305,106.7706855,83,87
46,Pulo Gadung,Terminal Lebak Bulus,-6.183878,106.908109,-6.286305,106.7706855,83,87
46,Pulo Gadung,Terminal Lebak Bulus,-6.183878,106.908109,-6.286305,106.7706855,83,87
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
48,Juanda,Central Park arah Pluit,-6.168080199999999,106.8308848,-6.115757100000001,106.7906062,44,8
49,PGC 2,Central Park arah P.Ranti,-6.261896,106.8656946,-6.2914388,106.8858959,63,7
50,Cawang UKI,Central Park arah P.Ranti,-6.250110299999999,106.8739973,-6.2914388,106.8858959,11,7
50,Cawang UKI,Central Park arah P.Ranti,-6.250110299999999,106.8739973,-6.2914388,106.8858959,11,7
50,Cawang UKI,Central Park arah P.Ranti,-6.250110299999999,106.8739973,-6.2914388,106.8858959,11,7
51,BNN,Central Park arah P.Ranti,-6.245895,106.8718006,-6.2914388,106.8858959,3,7
51,BNN,Central Park arah P.Ranti,-6.245895,106.8718006,-6.2914388,106.8858959,3,7
51,BNN,Central Park arah P.Ranti,-6.245895,106.8718006,-6.2914388,106.8858959,3,7
51,BNN,Central Park arah P.Ranti,-6.245895,106.8718006,-6.2914388,106.8858959,3,7
52,PGC 2,Grogol II,-6.261896,106.8656946,-6.166758,106.790498,63,26
52,PGC 2,Grogol II,-6.261896,106.8656946,-6.166758,106.790498,63,26
52,PGC 2,Grogol II,-6.261896,106.8656946,-6.166758,106.790498,63,26
52,PGC 2,Grogol II,-6.261896,106.8656946,-6.166758,106.790498,63,26
52,PGC 2,Grogol II,-6.261896,106.8656946,-6.166758,106.790498,63,26
53,Cawang UKI,Grogol II,-6.250110299999999,106.8739973,-6.166758,106.790498,11,26
53,Cawang UKI,Grogol II,-6.250110299999999,106.8739973,-6.166758,106.790498,11,26
53,Cawang UKI,Grogol II,-6.250110299999999,106.8739973,-6.166758,106.790498,11,26
53,Cawang UKI,Grogol II,-6.250110299999999,106.8739973,-6.166758,106.790498,11,26
54,BKN,Central Park arah P.Ranti,-6.257815,106.869952,-6.2914388,106.8858959,2,7
55,BNN,Grogol II,-6.245895,106.8718006,-6.166758,106.790498,3,26
55,BNN,Grogol II,-6.245895,106.8718006,-6.166758,106.790498,3,26
55,BNN,Grogol II,-6.245895,106.8718006,-6.166758,106.790498,3,26
55,BNN,Grogol II,-6.245895,106.8718006,-6.166758,106.790498,3,26
56,PGC 2,Central Park arah Pluit,-6.261896,106.8656946,-6.115757100000001,106.7906062,63,8
56,PGC 2,Central Park arah Pluit,-6.261896,106.8656946,-6.115757100000001,106.7906062,63,8
56,PGC 2,Central Park arah Pluit,-6.261896,106.8656946,-6.115757100000001,106.7906062,63,8
56,PGC 2,Central Park arah Pluit,-6.261896,106.8656946,-6.115757100000001,106.7906062,63,8
57,Bidara Cina,Central Park arah P.Ranti,-6.2297739,106.8671991,-6.2914388,106.8858959,8,7
57,Bidara Cina,Central Park arah P.Ranti,-6.2297739,106.8671991,-6.2914388,106.8858959,8,7
57,Bidara Cina,Central Park arah P.Ranti,-6.2297739,106.8671991,-6.2914388,106.8858959,8,7
57,Bidara Cina,Central Park arah P.Ranti,-6.2297739,106.8671991,-6.2914388,106.8858959,8,7
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
58,BKN,Grogol II,-6.257815,106.869952,-6.166758,106.790498,2,26
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
59,PGC 2,Semanggi,-6.261896,106.8656946,-6.221961400000001,106.8144117,63,77
60,PGC 2,Slipi Pertamburan,-6.261896,106.8656946,-6.2000072,106.8005324,63,81
61,Cawang UKI,Semanggi,-6.250110299999999,106.8739973,-6.221961400000001,106.8144117,11,77
61,Cawang UKI,Semanggi,-6.250110299999999,106.8739973,-6.221961400000001,106.8144117,11,77
61,Cawang UKI,Semanggi,-6.250110299999999,106.8739973,-6.221961400000001,106.8144117,11,77
61,Cawang UKI,Semanggi,-6.250110299999999,106.8739973,-6.221961400000001,106.8144117,11,77
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
62,PGC 2,Slipi Kemanggisan arah P.Ranti,-6.261896,106.8656946,-6.1893042,106.7970598,63,79
63,Cawang UKI,Cikoko St.cawang arah P.Ranti,-6.250110299999999,106.8739973,-6.2430015,106.8581516,11,9
63,Cawang UKI,Cikoko St.cawang arah P.Ranti,-6.250110299999999,106.8739973,-6.2430015,106.8581516,11,9
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
64,Cawang UKI,Garuda Taman Mini,-6.250110299999999,106.8739973,-6.2901827,106.8811721,11,21
66,Cawang UKI,Slipi Pertamburan,-6.250110299999999,106.8739973,-6.2000072,106.8005324,11,81
66,Cawang UKI,Slipi Pertamburan,-6.250110299999999,106.8739973,-6.2000072,106.8005324,11,81
66,Cawang UKI,Slipi Pertamburan,-6.250110299999999,106.8739973,-6.2000072,106.8005324,11,81
66,Cawang UKI,Slipi Pertamburan,-6.250110299999999,106.8739973,-6.2000072,106.8005324,11,81
